IDENTIFICACION,PRIORIDAD_ELECCION_CARRERA,OFA_ID,ANTECEDENTE_ACADEMICO,EVALUACION_CAPACIDAD,CONDICION_SOCIOECONOMICA_POBREZA,RURALIDAD,TERRITORIALIDAD,PUEBLO_NACIONALIDAD,PERSONA_CON_DISCAPACIDAD,BENEFICIARIO_BONO_JOAQUIN,VICTIMA_VIOLENCIA_GENERO,MIGRANTE_RETORNADO,HIJO_VICTIMA_FEMICIDIO,ENFERMEDAD_CATASTROFICA,ACOGIMIENTO_INSTITUCIONAL,MERITO_ACADEMICO,OTROS_RECONOCIMIENTOS,BACHILLER_CURSO_ACTUAL
1904,4,3034,921,921,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1905,1,3013,938,938,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1905,2,3028,938,938,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1905,3,3037,938,938,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1905,4,3025,938,938,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1906,1,3020,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1906,2,3045,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1906,3,3043,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1906,4,3046,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1907,1,3012,925,925,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1907,2,3040,925,925,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1907,3,3038,925,925,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1907,4,3017,925,925,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1908,1,3034,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1908,2,3013,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1908,3,3007,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1908,4,3010,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1909,1,3005,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1909,2,3043,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1909,3,3051,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1909,4,3045,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1910,1,3004,794,794,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1910,2,3048,794,794,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1910,3,3046,794,794,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1910,4,3027,794,794,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1911,1,3038,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1911,2,3054,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1911,3,3035,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1911,4,3049,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1912,1,3005,961,961,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1912,2,3010,961,961,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1912,3,3026,961,961,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1912,4,3037,961,961,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1913,1,3046,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1913,2,3054,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1913,3,3017,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1913,4,3004,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1914,1,3045,801,801,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1914,2,3039,801,801,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1914,3,3010,801,801,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1914,4,3034,801,801,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1915,1,3045,902,902,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1915,2,3034,902,902,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1915,3,3013,902,902,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1915,4,3054,902,902,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1916,1,3043,880,880,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1916,2,3018,880,880,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1916,3,3012,880,880,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1916,4,3045,880,880,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1917,1,3011,606,606,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1917,2,3009,606,606,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1917,3,3035,606,606,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1917,4,3012,606,606,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1918,1,3041,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1918,2,3005,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1918,3,3042,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1918,4,3012,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1919,1,3001,703,703,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1919,2,3006,703,703,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1919,3,3050,703,703,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1919,4,3047,703,703,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1920,1,3010,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1920,2,3045,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1920,3,3040,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1920,4,3053,920,920,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1921,1,3017,889,889,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1921,2,3043,889,889,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1921,3,3005,889,889,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1921,4,3052,889,889,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1922,1,3035,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1922,2,3012,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1922,3,3006,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1922,4,3043,905,905,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1923,1,3041,733,733,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1923,2,3017,733,733,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1923,3,3051,733,733,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1923,4,3001,733,733,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1924,1,3013,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1924,2,3049,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1924,3,3012,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1924,4,3036,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1925,1,3046,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1925,2,3005,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1925,3,3051,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1925,4,3045,911,911,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1926,1,3010,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1926,2,3043,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1926,3,3017,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1926,4,3046,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1927,1,3051,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1927,2,3006,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1927,3,3021,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1927,4,3033,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1928,1,3017,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1928,2,3004,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1928,3,3043,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1928,4,3026,820,820,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1929,1,3010,968,968,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1929,2,3046,968,968,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1929,3,3045,968,968,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1929,4,3034,968,968,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1930,1,3013,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1930,2,3041,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1930,3,3012,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1930,4,3010,600,600,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1931,1,3045,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1931,2,3002,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1931,3,3005,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1931,4,3001,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1932,1,3007,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1932,2,3005,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1932,3,3055,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1932,4,3012,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1933,1,3007,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1933,2,3011,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1933,3,3050,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1933,4,3035,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1934,1,3017,888,888,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1934,2,3047,888,888,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1934,3,3013,888,888,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1934,4,3010,888,888,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1935,1,3017,945,945,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1935,2,3013,945,945,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1935,3,3043,945,945,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1935,4,3012,945,945,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1936,1,3037,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1936,2,3005,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1936,3,3010,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1936,4,3018,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1937,1,3050,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1937,2,3017,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1937,3,3043,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1937,4,3012,869,869,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1938,1,3006,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1938,2,3005,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1938,3,3013,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1938,4,3008,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1939,1,3010,752,752,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1939,2,3045,752,752,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1939,3,3001,752,752,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1939,4,3036,752,752,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1940,1,3017,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1940,2,3034,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1940,3,3036,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1940,4,3013,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1941,1,3012,913,913,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1941,2,3045,913,913,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1941,3,3047,913,913,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1941,4,3010,913,913,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1942,1,3005,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1942,2,3048,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1942,3,3014,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1942,4,3036,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1943,1,3017,922,922,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1943,2,3006,922,922,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1943,3,3038,922,922,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1943,4,3035,922,922,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1944,1,3010,746,746,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1944,2,3029,746,746,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1944,3,3045,746,746,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1944,4,3038,746,746,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1945,1,3005,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1945,2,3035,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1945,3,3043,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1945,4,3045,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1946,1,3041,924,924,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1946,2,3007,924,924,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1946,3,3043,924,924,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1946,4,3001,924,924,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1947,1,3020,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1947,2,3013,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1947,3,3043,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1947,4,3010,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1948,1,3038,644,644,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1948,2,3049,644,644,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1948,3,3045,644,644,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1948,4,3054,644,644,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1949,1,3001,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1949,2,3041,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1949,3,3020,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1949,4,3046,934,934,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1950,1,3012,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1950,2,3054,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1950,3,3041,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1950,4,3045,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1951,1,3005,844,844,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1951,2,3010,844,844,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1951,3,3045,844,844,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1951,4,3001,844,844,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1952,1,3046,636,636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1952,2,3001,636,636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1952,3,3042,636,636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1952,4,3017,636,636,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1953,1,3040,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1953,2,3043,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1953,3,3013,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1953,4,3005,918,918,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1954,1,3005,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1954,2,3038,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1954,3,3035,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1954,4,3045,965,965,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1955,1,3034,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1955,2,3021,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1955,3,3017,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1955,4,3001,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1956,1,3013,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1956,2,3054,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1956,3,3047,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1956,4,3038,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1957,1,3046,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1957,2,3026,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1957,3,3001,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1957,4,3005,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1958,1,3034,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1958,2,3052,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1958,3,3043,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1958,4,3005,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1959,1,3010,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1959,2,3045,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1959,3,3046,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1959,4,3041,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1960,1,3041,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1960,2,3001,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1960,3,3046,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1960,4,3045,875,875,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1961,1,3012,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1961,2,3043,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1961,3,3010,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1961,4,3002,908,908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1962,1,3010,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1962,2,3013,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1962,3,3020,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1962,4,3037,848,848,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1963,1,3032,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1963,2,3012,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1963,3,3001,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1963,4,3039,856,856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1964,1,3017,943,943,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1964,2,3013,943,943,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1964,3,3047,943,943,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1964,4,3045,943,943,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1965,1,3046,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1965,2,3034,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1965,3,3006,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1965,4,3043,963,963,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1966,1,3010,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1966,2,3026,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1966,3,3005,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1966,4,3046,957,957,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1967,1,3006,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1967,2,3048,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1967,3,3046,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
1967,4,3030,827,827,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
